Company,Gründer,Link
PLAN4 Software GmbH,Hendrik Seibel,https://www.linkedin.com/in/hendrik-seibel-9199a5a7/
PLAN4 Software GmbH,Thorsten Harig,https://www.linkedin.com/in/thorstenharig/
PLAN4 Software GmbH,Bernhard Mering,https://www.linkedin.com/in/bernhard-mering-19247218b/
Plan4Better,,https://www.linkedin.com/company/plan4better/
Plan4Better,Ulrike Jehle,https://www.linkedin.com/in/ulrike-jehle/
Plan4Better,Elias Pajares,https://www.linkedin.com/in/eliaspajares/
Plantobelly,,https://www.linkedin.com/company/plantobelly/
Plantobelly,Bastian Klemke,https://www.linkedin.com/in/bastian-klemke-2ab167103/
Plantobelly,Christian Hahn,https://www.linkedin.com/in/christian-hahn-155366215/
Policy-Insider.ai,,https://www.linkedin.com/company/policyinsiderai/
Policy-Insider.ai,Marc-Angelo Arrigo Roland Bisotti,https://www.linkedin.com/in/marc-angelo-bisotti/
Polyteia,,https://www.linkedin.com/company/polyteia/
Polyteia,Philipp Alejo Braun,https://www.linkedin.com/in/braun/
Polyteia,Marcel Kroitblat,https://www.linkedin.com/in/marcelkroitblat/
PREVENCY®,,https://www.linkedin.com/company/prevency/
PreVENCY®,Lars Niggemann,https://www.linkedin.com/in/larsniggemann/
Preventio,,https://www.linkedin.com/company/preventio/
Preventio,Andreas Bechmann,https://www.linkedin.com/in/andreas-bechmann/
Preventio,Bledion Vladi,https://www.linkedin.com/in/bledionvladi/
Preventio,Frederic Büdel,https://www.linkedin.com/in/frederic-buedel/
Preventio,Peter Yves Ruland,https://www.linkedin.com/in/peteryvesruland/
Proceer UG,,https://www.linkedin.com/company/proceer/about/
Proceer UG,Tobias Ibach,https://www.linkedin.com/in/tobias-ibach-44976575/
Proceer UG,Jonas Adrian Stickel,https://www.linkedin.com/in/jonas-stickel/
Proceer UG,Patrick Körber,https://www.linkedin.com/in/patrick-koerber/
Psoido GmbH,,https://www.linkedin.com/company/psoido/
Psoido GmbH,Steffen Holly,https://www.linkedin.com/in/steffenholly/
Psoido GmbH,Matthias Glatschke,https://www.linkedin.com/in/matthias-glatschke/
Publk GmbH,,https://www.linkedin.com/company/publk-gmbh/
Publk GmbH,Jörg Schwitalla,https://www.linkedin.com/in/joerg-schwitalla-6b8b7b204/
Qundo,,https://www.linkedin.com/company/qundo/
Qundo,Udo Rainer Bröskamp,https://www.linkedin.com/in/dr-udo-br%C3%B6skamp-102653157/
Qundo,Martin Erwin Deckert,https://www.linkedin.com/in/dr-martin-deckert-a358b6104/
ravespace.io,,https://www.linkedin.com/company/ravespaceio/
ravespace.io,Frank Edmund Hahn,https://www.linkedin.com/in/frank-hahn-73aa7796/
readyplace AG,,https://www.linkedin.com/company/readyplace/
readyplace AG,Jens Treskatis,https://www.linkedin.com/in/jens-treskatis-1b99a01/
readyplace AG,Heiko Jabusch,https://www.linkedin.com/in/heiko-jabusch-8b5542/
readyplace AG,Maximilian Hipp,https://www.linkedin.com/in/maximilian-hipp-019b0a1a2/
rego Dienste,,https://www.linkedin.com/company/rego-dienste/
rego Dienste,Stan Seeler,https://www.linkedin.com/in/stan-seeler-954765a8/
rego Dienste,Stefan Komoß,https://www.linkedin.com/in/stefan-komo%C3%9F-920a35131/
Resourcify,,https://www.linkedin.com/company/resourcify/
Resourcify,Gary James Lewis,https://www.linkedin.com/in/circular-gary/
Respeak,,https://www.linkedin.com/company/respeak-io/
Respeak,Jasper Feine,https://www.linkedin.com/in/jasperfeine/
Respeak,Tim Rietz,https://www.linkedin.com/in/timrietz/
Rhebo,,https://www.linkedin.com/company/rhebo/
Rhebo,Martin Menschner,https://www.linkedin.com/in/martinmenschner/
ROADIA,,https://www.linkedin.com/company/roadia/
ROADIA,Markus Hantschmann,https://www.linkedin.com/in/dr-markus-hantschmann-24172a6a/
ROADIA,Tobias Fischer,https://www.linkedin.com/in/tobi-fischer/
ROADIA,Mykhaylo Filipenko,https://www.linkedin.com/in/dr-mykhaylo-filipenko/
Sablono,,https://www.linkedin.com/company/sablono/
Sablono,Lukas Olbrich,https://www.linkedin.com/in/lukasolbrich/
Sablono,Sven Richter,https://www.linkedin.com/in/richtersven/
Schnaq,,https://www.linkedin.com/company/schnaq/
Schnaq,Mirke Birkhoff,https://www.linkedin.com/in/mike-birkhoff-9a5161101/
Schnaq,Christian Meter,https://www.linkedin.com/in/christian-meter-2960a948/
Schnaq,Alexander Schneider,https://www.linkedin.com/in/alexander-schneider-562334116/
Sdui,,https://www.linkedin.com/company/sdui/
Sdui,Paul Daniel Zacharias,https://www.linkedin.com/in/daniel-zacharias-b25854135/
Senf.app,,https://www.linkedin.com/company/senf-app/
Senf.app,Christian Wild von Hohenborn,https://www.linkedin.com/in/christian-wild-von-hohenborn-1aa2421a6/
Senf.app,Kathrin Krienke,https://www.linkedin.com/in/kathrin-krienke-b11204174/
Seven Principles Mobility GmbH,,https://www.linkedin.com/company/seven-principles-mobility-gmbh/
ShiftDigital Government Solutions GmbH,,https://www.linkedin.com/company/shiftdigital-government-solutions-gmbh/
ShiftDigital Government Solutions GmbH,Dennis John Wilson,
ShiftDigital Government Solutions GmbH,David Latz,https://www.linkedin.com/in/david-latz-38577070/
Silberfluss,,https://www.linkedin.com/company/silberfluss/
Silberfluss,Felix Füssel,https://www.linkedin.com/in/felix-fuessel-a075581b8/
Silberfluss,Jan Jakob,https://www.linkedin.com/in/jan-jakob-605586201/
Silberfluss,Nils Lißner,https://www.linkedin.com/in/nils-lissner-b914841b0/
Silberfluss,Lukas Ballweg,https://www.linkedin.com/in/lukas-ballweg/
Smart City System Parking Solutions GmbH,,https://www.linkedin.com/company/smart-city-system/
Smart City System Parking Solutions GmbH,Stefan Eckart,https://www.linkedin.com/in/stefan-eckart-109b50163/
Smart City System Parking Solutions GmbH,Andreas Jaumann,https://www.linkedin.com/in/andreas-jaumann-311b60167/
Smart CJM GmbH,,https://www.linkedin.com/company/smart-cjm/
Smart CJM GmbH,Stefan Dylka,https://www.linkedin.com/in/stefan-dylka/
Smart CJM GmbH,Thomas Föcking,https://www.linkedin.com/in/thomas-f%C3%B6cking-b38b5a8b/
Smart Village Solutions SVS GmbH,,https://www.linkedin.com/company/smart-village-solutions/
Smart Village Solutions SVS GmbH,Philipp Wilimzig,https://www.linkedin.com/in/wilimzig/
smartkita GmbH,,https://www.linkedin.com/company/smartkita/
smartkita GmbH,Waltraud Weegmann,https://www.linkedin.com/in/weegmann-waltraud-00b196b1/
smartkita GmbH,Clemens Matthias Weegmann,https://www.linkedin.com/in/clemens-weegmann-951454235/
Societec,,https://www.linkedin.com/company/societec/
Societec,Martin Peitzner,https://www.linkedin.com/in/martin-peitzner-515a5127/
Societec,Jan Willem Jansen,https://www.linkedin.com/in/willem-jansen-0a09a51a3/
SONAH,,https://www.linkedin.com/company/sonah-gmbh/
SONAH,Victor ter Smitten,https://www.linkedin.com/in/victor-ter-smitten-104466a6/
SonoBeacon GmbH,,https://www.linkedin.com/company/sonobeacon/
SonoBeacon GmbH,Thoralf Nehls,https://www.linkedin.com/in/thoralf-nehls-9b2440a4/
SonoBeacon GmbH,Ulrich Bunsmann,https://www.linkedin.com/in/ulrich-bunsmann-48218653/
sopher networks GmbH,,https://www.linkedin.com/company/sopher/about/
sopher networks GmbH,Benjamin Michéle,
sopher networks GmbH,Stefan Sechelmann,https://www.linkedin.com/in/sechel/
SoSafe,,https://www.linkedin.com/company/sosafe-cyber-security/
SoSafe,Felix Schürholz,https://www.linkedin.com/in/felix-sch%C3%BCrholz-66992193/
SoSafe,Lukas Schaefer,https://www.linkedin.com/in/lukas-schaefer-sosafe/
SoSafe,Niklas Jan Hellemann,https://www.linkedin.com/in/nhellemann/
Sozialkompass,,https://www.linkedin.com/company/sozialkompass/
Sozialkompass,Sören Rademacher,https://www.linkedin.com/in/soeren-rademacher/
Sozialkompass,Sven Bokelmann,https://www.linkedin.com/in/sven-bokelmann-b03337227/
SPOO Group GmbH I Digitale Lösungen für mehr Wachstum,,https://www.linkedin.com/company/spoogroup/
SPOO Group GmbH I Digitale Lösungen für mehr Wachstum,Heinz-Joachim Gustel Bölling,https://www.linkedin.com/in/heinz-b%C3%B6lling-6b5ba217/
SPOO Group GmbH I Digitale Lösungen für mehr Wachstum,Florian Schindler,https://www.linkedin.com/in/schindlerflorian/
SpotAR,,https://www.linkedin.com/company/spotar/
SpotAR,Markus Oel,https://www.linkedin.com/in/markus-oel-2a1158222/
SpotAR,Carsten Rinsdorf,
SpotAR,Marai Ströcker,
StackFuel,,https://www.linkedin.com/school/stackfuel/
,Leo Marose,https://www.linkedin.com/in/leomarose/
,Stefan Berntheisel,https://www.linkedin.com/in/stefanberntheisel/
Stadt.Land.Netz,,https://www.linkedin.com/company/stadtlandnetz/
Stadt.Land.Netz,Lars Lehmann,https://www.linkedin.com/in/lalehmann/
Stadt.Land.Netz,Marcus Aram Dawidjan,https://www.linkedin.com/in/madawidjan/
SUMM AI,,https://www.linkedin.com/company/summ-ai/
SUMM AI,Vanessa Theel,https://www.linkedin.com/in/vanessa-theel-624b54122/
SUMM AI,Nicholas Jens-Michel Wolf,https://www.linkedin.com/in/nicholas-jm-wolf/
SUMM AI,Flora Claire Fabia Sophia Geske,https://www.linkedin.com/in/flora-geske-603274a9/
Sunto-IT,,https://www.linkedin.com/company/sunto-it/
Sunto-IT,Lina Döring,https://www.linkedin.com/in/lina-d%C3%B6ring-79749a203/
Sunto-IT,Moritz Blum,https://www.linkedin.com/in/moritz-blum-7067061b3/
Sunto-IT,Ole Wienke,https://www.linkedin.com/in/olewienke/
SupraTix GmbH 知识之路,,https://www.linkedin.com/company/supratix-gmbh/
SupraTix GmbH,Tobias Göcke,https://www.linkedin.com/in/tobiasgoecke/
SWCode,,https://www.linkedin.com/company/swcode/
SWCode,Oscar Dennis Wiosna,https://www.linkedin.com/in/dennis-wiosna-53508794/
SWCode,Viktor Waal,https://www.linkedin.com/in/viktor-waal-06416ba2/
SWCode,Viktor Gottfried,https://www.linkedin.com/in/viktorgt/
Symlink,,https://www.linkedin.com/company/symlink-gmbh/
Symlink,Daniel Kalwitzki,https://www.linkedin.com/in/danielkalwitzki/
Synertics,,https://www.linkedin.com/company/synertics/
Synertics,Manuel Eduardo Pessanha,https://www.linkedin.com/in/manuelpessanha/
syte,,https://www.linkedin.com/company/syte-startup/
syte,David Nellessen,https://www.linkedin.com/in/davidnellessen/
syte,Matthias Zühlke,https://www.linkedin.com/in/matthias-zuehlke/
talent::digital,,https://www.linkedin.com/company/talent-digital-gmbh/
talent::digital,Roman Raphael Rüdiger,https://www.linkedin.com/in/roman-r-ruediger/
TamedAI,,https://www.linkedin.com/company/tamedai/
TamedAI,Nils Schwenzfeier,
TamedAI,Ole Meyer,https://www.linkedin.com/in/meyerole/
techeroes gGmbH,,https://www.linkedin.com/company/techeroes-ggmbh/
techeroes gGmbH,Ramesh Sharma,
techeroes gGmbH,Rinku Sharma,https://www.linkedin.com/in/rinku-sharma-1047211a/
Temys Medical Solutions,,https://www.linkedin.com/company/temys-medical-solutions/
Temys Medical Solutions,Alexander Michael Zeier,https://www.linkedin.com/in/alexandermzeier/
TextADD,,https://www.linkedin.com/company/textadd/
TextADD,Mathias Schmidt,
TextADD,Sebastian Wenzel,https://www.linkedin.com/in/sebastian-wenzel-145aab90/
Themis Digital,,https://www.linkedin.com/company/themis-digital/
Themis Digital,Dinah Schmechel,https://www.linkedin.com/in/dinah-schmechel/
Theum,,https://www.linkedin.com/company/theum-ag/
Theum,Paul Wilhelm Caspers,https://www.linkedin.com/in/paulcaspers/
Thing Technologies,,https://www.linkedin.com/company/thing-technologies/
Thing Technologies,Klaus Berberich,https://www.linkedin.com/in/klaus-berberich/
ThreeB IT,,https://www.linkedin.com/company/threebit/
ThreeB IT,Thorsten Brügge,https://www.linkedin.com/in/thorstenbruegge/
ThreeB IT,Andre Bunse,https://www.linkedin.com/in/andre-bunse-33878318a/
ThreeB IT,Thimo Buchheister,https://www.linkedin.com/in/buchheister/
TIE Kinetix is now SPS Commerce,,https://www.linkedin.com/company/tiekinetix/
,Christian Seidl,https://www.linkedin.com/in/chr-seidl/
Treesense,,https://www.linkedin.com/company/treesense/
Treesense,Moritz Spielvogel,https://www.linkedin.com/in/moritz-spielvogel/
Treesense,Semir Babajic,https://www.linkedin.com/in/semirbabajic94/
Treesense,Giancarlo Foderà,https://www.linkedin.com/in/giancarlofodera/
tucan.ai,,https://www.linkedin.com/company/tucan-ai/
tucan.ai,Florian Polak,https://www.linkedin.com/in/florian-polak/
tucan.ai,Lukas Rintelen,https://www.linkedin.com/in/lukas-rintelen/
Tür an Tür - Digitalfabrik gGmbH,,https://www.linkedin.com/company/tatdf/
Tür an Tür - Digitalfabrik gGmbH,Daniel Kehne,https://www.linkedin.com/in/kehne/
twin.one,,https://www.linkedin.com/company/twin-one/about/
twin.one,Antonios Levkadinos,https://www.linkedin.com/in/antonios-levkadinos-871944127/
twin.one,Jani Pauli Ojala,https://www.linkedin.com/in/janiojalaa/
twin.one,Thomas Scherer,
Twyla AI,,https://www.linkedin.com/company/twyla-ai/about/
Twyla AI,Paul Gibbins,https://www.linkedin.com/in/pgibbins/
Twyla AI,Christopher Lotz,https://www.linkedin.com/in/christopherlotz/
UNITED SIGNALS,,https://www.linkedin.com/company/united-signals-gmbh/
UNITED SIGNALS,Heiko Martin Seebach,https://www.linkedin.com/in/heikoseebach/
UNITED SIGNALS,Daniel Schäfer,https://www.linkedin.com/in/daniel-schaefer/
upvisit,,https://www.linkedin.com/company/upvisit/
upvisit,Katharina Aguilar Boehmert,https://www.linkedin.com/in/katharina-aguilar-947a7378/
upvisit,Alicia Sophia Juliana Hinon,https://www.linkedin.com/in/aliciahinon/
Urban Impact,,https://www.linkedin.com/company/urbanimpactagency/
Urban Impact,Jonas Schorr,https://www.linkedin.com/in/jonasschorr/
Urban Impact,Dominik Zalewski,https://www.linkedin.com/in/dominik-zalewski-84782546/
urbanistic,,https://www.linkedin.com/company/urbanistic/
urbanistic,Marc-Christian Hodapp,https://www.linkedin.com/in/marc-hodapp/
urbanistic,Michael Mühlhaus,https://www.linkedin.com/in/michael-muehlhaus/
urbanistic,Nils Seifert,https://www.linkedin.com/in/nils-seifert/
Urbview,,https://www.linkedin.com/company/urbview/
Urbview,Elnaz Nouri,https://www.linkedin.com/in/dr-elnaznouri/
Urbview,Franziska Vogg,https://www.linkedin.com/in/franziska-vogg-88726023a/
uRyde,,https://www.linkedin.com/company/uryde/
uRyde,Johannes Andree,https://www.linkedin.com/in/johannes-andree-599462198/
uRyde,Nino Handler,https://www.linkedin.com/in/ninohandler/
Userlane,,https://www.linkedin.com/company/userlane/
Userlane,Hartmut Hahn,https://www.linkedin.com/in/hartmuthahn/
Userlane,Kajetan Uhlig,https://www.linkedin.com/in/kuhlig/
Userlane,Felix Max Luis Eichler,https://www.linkedin.com/in/felix-eichler/
Velopad GmbH,,https://www.linkedin.com/company/velopad/
Velopad GmbH,Andrey Zolotnitskiy,
Venture Leap GmbH,,https://www.linkedin.com/company/venture-leap/
Venture Leap GmbH,Daniel Christopher Werner,https://www.linkedin.com/in/dr-daniel-werner/
Verimi,,https://www.linkedin.com/company/verimi/
Verimi,Julia Vieth,
Vesputi,,https://www.linkedin.com/company/vesputi/
Vesputi,Tabea Menhorn,https://www.linkedin.com/in/tabea-menhorn/
Viakom GmbH,,https://www.linkedin.com/company/viakom-gmbh/
Viakom GmbH,Matthias Damerow,https://www.linkedin.com/in/damerowm/
vialytics,,https://www.linkedin.com/company/vialytics/
vialytics,Danilo Jovicic-Albrecht,https://www.linkedin.com/in/danilo-jovicic/
vialytics,Achim Hoth,https://www.linkedin.com/in/achim-hoth/
vialytics,Patrick Glaser,https://www.linkedin.com/in/patrick-glaser-a48bbb159/
ViARsys -Virtual and Augmented Reality Systems GmbH,,https://www.linkedin.com/company/viarsys/
ViARsys -Virtual and Augmented Reality Systems GmbH,Konrad Gill,https://www.linkedin.com/in/konrad-gill-17bab685/
Viind,,https://www.linkedin.com/company/viind/
Viind,Martthias Clad,https://www.linkedin.com/in/matthias-clad/
Viind,Michael Gabler,https://www.linkedin.com/in/michael-gabler-b28188217/
vilisto GmbH,,https://www.linkedin.com/company/vilisto/
vilisto GmbH,Lasse Stehnken,https://www.linkedin.com/in/lasse-stehnken-b042a1149/
vilisto GmbH,Malte Lennart Marwede,https://www.linkedin.com/in/maltemarwede/
vilisto GmbH,Christoph Berger,https://www.linkedin.com/in/christoph-berger/
VISARIGHT,,https://www.linkedin.com/company/visaright/
VISARIGHT,Andreas Kopysov,https://www.linkedin.com/in/andreaskopysov/
visionYOU GmbH,,https://www.linkedin.com/company/visionyou-gmbh/
visionYOU GmbH,Madeleine Wolf,https://www.linkedin.com/in/madeleine-wolf-008144125/
VITAS - Virtuelle Telefonassistenten,,https://www.linkedin.com/company/vitasai/
VITAS - Virtuelle Telefonassistenten,Thomas Blazej Abend,https://www.linkedin.com/in/thomas-abend/
VoluMap,,https://www.linkedin.com/company/volumap/
VoluMap,Simon Jegelka,https://www.linkedin.com/in/simon-jegelka/
Vote  Rookie,,https://www.linkedin.com/company/voterookie/
Vote  Rookie,David Gelantia,https://www.linkedin.com/in/david-gelantia/
Vote  Rookie,Susanna Maier,https://www.linkedin.com/in/susannamaier/
Weltenretter,,https://www.linkedin.com/company/weltenretter/
Weltenretter,Daniel Christian Kaszanics,https://www.linkedin.com/in/dkaszanics/
Witty Works,,https://www.linkedin.com/company/witty-works/
Witty Works,Lukas Kahwe Smith,https://www.linkedin.com/in/lsmith/
Witty Works,Nadia Fischer Waeber,https://www.linkedin.com/in/nadiafischer/
wohin-mit.de,,https://www.linkedin.com/company/wohin-mit-de/about/
wohin-mit.de,Ivan Schütz,https://www.linkedin.com/in/ivan-sch%C3%BCtz-61a8165a/
XignSys GmbH,,https://www.linkedin.com/company/xignsys/
XignSys GmbH,Pascal Manaras,https://www.linkedin.com/in/pascal-manaras-98098b172/
XignSys GmbH,Markus Christian Hertlein,https://www.linkedin.com/in/markus-hertlein/
Lost and Found Software,,https://www.linkedin.com/company/lostandfoundsoftware/
Lost and Found Software,Markus Schaarschmidt,https://www.linkedin.com/in/markusschaarschmidt/
Zolitron - The Internet of Things Company,,https://www.linkedin.com/company/zolitron/
Zolitron - The Internet of Things Company,Arndt-Hendrik Zinn,https://www.linkedin.com/in/dr-arndt-hendrik-zinn-b85194141/
